,ZUNDER Restaurante Zamorano - Dueñas,General Motorway,Dueñas,34210,34 979 76 14 27,https://www.hostalzamorano.com/,reservas@hostalzamorano.com,Yes,Additional information: Available 24/7. Payment method: Credit card + Zunder RFID.,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,Open 24/7,,,,
,"Repsol Es, Valle de Úrbel",Las Quintanillas,Las Quintanillas,09131,34 979 17 63 46,https://www.repsol.es/buscador-eess-y-puntos-de-recarga/burgos/las-quintanillas-de-burgos/a-231-pk-152/,,Yes,"Additional information: Chargers are publicly open 24/7. The following facilities are present: Wifi, Shop, Toilet ,Overnight Park and Charge (9h+). Payment method: Waylet App ,QR Code without registration. Other Remarks: Available Type 2 43.6 kW and CHADEMO 50kW",No,No,No,No,Yes,No,No,No,No,Yes,Yes,,,,,,,,1 Available,,,,,,,,,,,,1 Available,,,,,,,,,,,,,,,,Open 24/7,,,,
,ZUNDER Alfonso XI,Calle de Alfonso XI 9,Burgos,09007,34 979 30 05 00,https://www.zunder.com/,,Yes,Additional information: Available 24/7. Payment method: Credit card + ZUNDER RFID,No,Yes,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,,,,,,,,,,,Open 24/7,,,,
,ZUNDER Hostal Rio Deva II - Unquera,Bo. Valledal 11,Unquera,39594,,,,Yes,Additional information: Available 24/7. Payment method: Credit card + Zunder RFID. Charging only at 1st slot (for Now).,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,1 Available,,,,,,,,,Open 24/7,,,,
,ZUNDER Corrales de Buelna,C. de Alfonso Álvarez Miranda 32,Los Corrales de Buelna,39408,34 842 90 06 78,https://www.euromaster-neumaticos.es/centros/cantabria/los-corrales-de-buelna/euromaster-los-corrales-de-buelna-hoznayo?utm_source=Google&utm_medium=organic&utm_campaign=Uberall_GBP&utm_content=LDS&utm_term=Uberall_GBP,,Yes,Additional information: Available 24/7. Payment method: Credit card + ZUNDER RFID,No,Yes,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,,,,,,,,Open 24/7,,,,
,ZUNDER Aparthotel Playas de Liencres,Urb. Rìa del Pas,Boo de Piélagos,39478,34 942 58 90 00,http://www.hotelplayasdeliencres.com/,playasdeliencres@a-caledonia.com,Yes,Additional information: Available 24/7. Payment method: Credit card + ZUNDER RFID,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,,,,,,,,,,,Open 24/7,,,,
,ZUNDER Panaderia M.Sanz - Boceguillas,"Ctra. Madrid-Irún, Km. 116, 800",Segovia,40560,34 921 54 30 81,http://www.panaderiamsanz.com/,info@panaderiamsanz.com,Yes,Additional information: Parking Available.,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open 24/7,,,,
,ZUNDER Prado Sport - Aranda de Duero,"Pol. Prado Marina, C. Vendimia, s/n",Aranda de Duero,09400,34 947 50 22 15,https://www.pradosport.es/aranda/,info@pradosport.es,Yes,Additional information: Available 24/7. Payment method: Credit cards + ZUNDER RFID,No,Yes,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,,,,,,,,Open 24/7,,,,
,ZUNDER Hotel Tudanca - Aranda de Duero,"N-I, 153, 09471 Fuentespina, Burgos",,09471,34 947 50 60 11,http://www.tudanca-aranda.com/,reservasaranda@grupotudanca.com,Yes,,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open 24/7,,,,
,"Repsol ES, Cred Venturada","CR A-I P.K. 49,00 D",Venturada,28729,34 626 91 13 17,https://www.repsol.es/buscador-eess-y-puntos-de-recarga/madrid/venturada/cr-a-i-pk-49-md/,,Yes,"Additional information: Chargers are publicly open 24/7. The following facilities are present: Shop, Parking, Overnight Park and Charge (9h+). Other remarks: Available CHADEMO 100kW",No,No,No,No,Yes,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,Open 24/7,,,,
,"Repsol Es ,Cred Hernani Izdo","AP-8 P.K. 22,000 MI",Hernani,20120,34 943 33 61 21,https://www.repsol.es/buscador-eess-y-puntos-de-recarga/gipuzkoa/hernani/ap-8-pk-22000-md/,,Yes,"Additional information: The following facilities are present: Shop, Dining ,Parking ,Overnight Park and Charge (9h+).",No,No,No,No,No,No,Yes,No,No,Yes,Yes,,,,,,,,1 Available,,,,,,,1 Available,,,,,,,,,,,,,,,,,,,,,Open 24/7,,,,
,ZUNDER GALP - Lasarte,"Arrapide Pasealekua, 81, 20160 Zubieta",Gipuzkoa,20160,34 697 53 32 84,https://galp.com/es/mapa/E3050,,Yes,,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open 24/7,,,,
,"Repsol Es , Cred Lopidana Dcho","CR N-1, 350, 5",Vitoria-Gasteiz,01196,34 945 28 28 38,https://www.repsol.es/buscador-eess-y-puntos-de-recarga/araba/lopidana/cr-n-1-3505-izq/,,Yes,"Additional information: Chargers are publicly open 24/7. The following facilities are present: Shop, Shower, Dining, Toilet ,Parking ,Overnight Park and Charge (9h+). Payment method: Waylet App, QR Code.",No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,,,,,,,,,,Open 24/7,,,,
,ZUNDER Jundiz N1 - Vitoria,"Mendigorritxu Kalea, 50",Álava,01015,,,,Yes,Additional information: Parking is available.,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open 24/7,,,,
,"Repsol Es , Cred Lopidana","CR N-1 P.K. 350,50",Vitoria-Gasteiz,01196,,,,Yes,"Additional information: Chargers are publicly open 24/7. The following facilities are present: Shop, Toilet ,Parking, Dining, Overnight Park and Charge (9h+). Payment method: Waylet App, QR Code. Other remarks: Available CHADEMO 100kW",No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,Open 24/7,,,,
,"Repsol Es ,Cred Igay M.D","AU AP-68, 63 D",Lantarón,01213,34 945 35 50 26,https://www.repsol.es/buscador-eess-y-puntos-de-recarga/araba/igay/au-ap-68-63-d/,,Yes,"Additional information: The following facilities are present: Shop, Parking, Overnight Park and Charge (9h+).",No,No,No,No,Yes,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,,,,,,,,Open 24/7,,,,
,"Repsol Es, Cred Igay M.I","AU AP-68 P.K. 63,50 I",Erribera Beitia,10213,34 945 35 50 45,https://www.repsol.es/buscador-eess-y-puntos-de-recarga/araba/igay/au-ap-68-635/,,Yes,"Additional information: The following facilities are present: Shop, Shower, Toilet, Dining ,Overnight Park and Charge (9h+).",No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,,,,,,,,Open 24/7,,,,
,ZUNDER Parking Sagrado Corazón,Cam. de Fuencaliente 9,Miranda de Ebro,09200,34 947 34 91 00,https://www.mirandadeebro.es/vivir-miranda/turismo/,buzon@mirandadeebro.es,Yes,Additional information: Available 24/7. Payment method: Credit card + ZUNDER RFID,No,Yes,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open 24/7,,,,
,ZUNDER Hotel Villa Los Arcos - Los Arcos,NA-129,Los Arcos,31210,34 948 64 00 02,http://www.villadelosarcos.es/,hotel@villadelosarcos.es,Yes,Additional information: Available 24/7. Payment method: Credit cards + ZUNDER RFID.,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,,,,,,,,,,,Open 24/7,,,,
,"Repsol Es ,Cred Logroño",AU AP-68,Logroño,26006,34 941 24 11 95,https://www.repsol.es/buscador-eess-y-puntos-de-recarga/la-rioja/logrono-autopista/au-ap-68-1362/,,Yes,"Additional information: The following facilities are present: Shop, Toilet ,Parking ,Dining , Overnight Park and Charge (9h+)",No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,,,,,,,,Open 24/7,,,,
,GOFAST Matran,Rte du Bois 11,Matran,1753,,https://www.gofast.swiss/en,info@gofast.swiss,Yes,Additional information: Coffee and shop,No,No,No,No,Yes,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,Open 24/7,,,,
,GOFAST Coldrerio Est,"Area Servizio Coldrerio Sud-Nord, E35",Coldrerio Est,6877,41 91 965 88 00,https://www.a2coldrerio.ch,info@a2coldrerio.ch,Yes,Additional information: Shop is available,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,Open 24/7,,,,
,GOFAST Giornico CCVP,Via Industrie 16,Giornico,6745,41 91 873 11 30,https://www.gfelti.com/,,Yes,Additional Information: Nature park is available.,No,No,No,No,No ,No,No,No,No,Yes ,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,Open 24/7,,,,
,GOFAST Amsteg,Autobahnrastplatz Amsteg Fahrtrichtung Luzern-Gotthard,silenen,6474,,,,Yes,Additional Information: Nature park is available,No,No,No,No,Yes,No,No,No,No,Yes ,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open 24/7,,,,
,GOFAST Walensee Süd,Raststätte Walensee (A3 Zürich-Chur),Quarten,8882,,,,Yes,,No,No,No,No,Yes,No,Yes,No,No,Yes ,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,Open 24/7,,,,
,GOFAST Thurau Nord,Raststätte Thurau Nord,Züberwangen,9523,41 800 463 111,https://www.gofast.swiss/,,Yes,Additional Information: Shop available.,No,No,No,No,Yes,No,Yes,No,No,Yes ,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,Open 24/7,,,,
,GOFAST Kölliken McDonald's,"Autobahnraststätte Süd, A1",Kölliken,5742,41 62 723 95 66,https://www.mcdonalds.ch,chris.kempczinski@mcdonalds.ch,Yes,Additional information: Shop,No,No,No,No,Yes,No,Yes,No,No,Yes ,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,Open 24/7,,,,
,GOFAST Oensingen,Staadackerstrasse 15,Oensingen,4702,41 800 463 111,http://www.gofast.swiss/,,Yes,,No,No,No,No,Yes,No,Yes,No,No,Yes ,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,1 Available,,,,,1 Available,,,Open 24/7,,,,
,OMV Pettneu Am Arlberg,chnann-Gewerbezone 150,Pettneu am Arlberg,6574,43 5447 20111,http://www.omv.at/,info@omv.at,Yes,"Additional info: 24h/7 access (No overnight park & charge). Location is forseen with CCTV, lightning at night, WiFi, shop, shower & toilet (24h), dining, truck parking. Payment method: All payment cards, QR code, OMV App, Routex.",No,No,No,No,No ,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,Open 24/7,,,,
,Unterer Tank & Service GmbH,Luna 32,Kundl,6250,43 5338 84262500,http://www.unterer-tankstelle.at/,tankstelle@at.unterer.eu,Yes,"Additional info: All chargers have different plugs. CCS2+3+4+5. Check on arrivel which applies to your truck. Payment method: VISA, MASTERCARD, DKV, Diesel24, E100, ROUTEX. Location is forseen with CCTV, lightning at night, WiFi, Shop (MO-FR 06:00 AM to 06:00 PM & SA 06:00 AM to 01:00 PM), Shower & Toilet (24h), Parking, Acceptance of running refrigerated trailers, Electric charging available for refrigerated trailers, ADR, Overnight park & charging",No,No,No,No,No ,No,No,No,No,Yes ,Yes,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,,,,,,,Open 24/7,,,,
,Inntaler Autohof Raubling,Kufsteiner Str. 116,Raubling,83064,49 8035 901920,https://www.inntaler-autohof-raubling.de,info@inntaler-autohof-raubling.de,Yes,"Additional info: 24/7 available. CCTV, lightning, shop, dining, parking, shower & toilet (18h) and acceptance of running refridgerated trailers present. Payment method: direct-payment and charging cards.",No,No,No,No,No ,No,No,No,No,Yes ,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,1 Available,,,Open 24/7,,,,
,E.ON Drive Infrastructure - Karlsfeld,Dr.-Ernst-Zimmermann-Allee 5,Karlsfeld,85757,49 8131 299110,https://settlement.man.eu/,service.karlsfeld@man.eu,Yes,Additional information: Available 24/7. Payment method: App/RFID/Credit card. Plug type: CCS2. No facilities present.,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes ,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,Open 24/7,,,,
,Aral pulse Ladestation Garching,Schleißheimer Straße 24,Garching,85748,,https://service.aral.de,,Yes,"Additional information: Available 24/7. Payment method: App/Charging card/credit card. Facilities: REWE To Go, Truck parking.",No,Yes,Yes,No,No ,No,Yes,No,No,Yes ,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,Open 24/7,,,,
,Sortimo Innovationspark Zusmarshausen,Am Innovationspark 2,Zusmarshausen,86441,49 8291 850-240,https://sortimo-innovationspark.de/,info@sortimo-innovationspark.de,Yes,"Additional information: The chargers are 24/7 accessible. It is located directly at the highway, Exit Zusmarshausen. There are toilet, parking, restaurant, wifi, snack and coffee vending machines available. The following payment methods are accepted: credit card, debit card, PayPal, Apple Pay, Google Pay",No,No ,No ,No,Yes,Yes ,Yes,No,Yes,Yes ,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,Open 24/7,,,,
,Stark Energy - Mühlhausen im Täle,Industriestraße 12,Mühlhausen im Täle,73347,49 69 247423230,https://www.stark-energy.de/,info@stark-energy.de,Yes,"Additional information: Plug type CCS-Combo. Payment method: Creditcard/RFID/App. Supermarket and bakery 275m in linear distance. Site is fenced, CCTV & lightning present. Toilet 24h access. Parking on site present.",No,No,No,No,No ,No,No,No,No,Yes ,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 avaialble,,,Open 24/7,,,,
,BUSINESS-MOTEL + TRUCK- PARKING & CHARGING,Römerstraße 40,Heimsheim,71296,49 7033 6943654,https://www.business-motel.eu,patrick@wolff.ag,Yes,"The parking + charging BUSINESS-MOTEL is a 3-min drive from A8, exit 46 Heimsheim. 5 bookable chargers - 11 kWh. Entry and exit 24/7. Barrier open only Mo-Fr 11-20hrs. Yard has barrier, lights, outdoor barbecue, hotel, toilets, and shower accessible 24hrs. Long-term parking, charging, and drop-off allowed. No refrigerated trailers. No certification. Book in advance via Travis to enter 24/7",Yes,Yes,No,No,Yes ,Yes,Yes,Yes,No,Yes ,Yes,,,1 Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open 24/7,,,,
,Aral pulse Ladestation Rottenburg am Neckar,Mercedesstraße 51,Rottenburg am Neckar,72108,49 800 1353511,https://www.aral.de,,Yes,"Additional information: Available 24/7. Payment method: App/Charging card/credit card. Facilities: Aral Store, Truck Parking.",No ,Yes,Yes,No,No ,No ,Yes,No,No,Yes ,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,Open 24/7,,,,
,Aral pulse Ladestation Schwegenheim,Im breiten Pfuhl 5,Schwegenheim,67365,49 800 1353511,https://www.aral.de,,Yes,Additional information: Available 24/7. Payment method: App/Charging card/credit card. Facilities: PetitBistro,No ,Yes,Yes,No,No ,No ,Yes,No,No,Yes ,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,Open 24/7,,,,
,Aral pulse Ladestation Rheinböllen,Bahnhofstraße 53,Rheinböllen,55494,49 800 1353511,https://www.aral.de,,Yes,"Additional information: Available 24/7. Payment method: App/Charging card/credit card. Facilities present: Aral Store, Truck Parking",No ,Yes,Yes,No,No ,No ,Yes,No,No,Yes ,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,Open 24/7,,,,
,Aral pulse Ladestation Köln,Mülheimer Zubringer 140S,Köln,51063,,,,Yes,Additional information: Available 24/7. Payment method: App/Charging card/credit card. Facilities: REWE To Go,No ,Yes,Yes,No,No ,No ,Yes,No,No,Yes ,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,Open 24/7,,,,
,Reinders,Hamelandroute 92,Aalten,7121JC,31 543 473 409,https://www.reindersgroup.com,,Yes,"Additional information: The chargers are publicly accessible 24/7. Wifi, toilet and resting place is available. The following payment method is accepted: charging card.",No ,No,No,No,Yes,No ,No,No,Yes,Yes ,Yes,,,,1 Available,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,Open 24/7,,,,
,Circle K Kiruna Södra,Industrivägen 17,Kiruna,981 38,46 980 148 88,https://www.circlek.se/,alex.miller@circlek.se,Yes,"Additional information: the chargers are publicly accessible 24/7. You can pay with: Circle K Card RFID/ One time payment. The following facilities are available: Shower, Toilets, Circle K convenience store.",No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,Open 24/7,,,,
,Uno-X Fauske,Sjøgata 47A,Fauske,8200,,https://unox.no/,automat@unox.no,Yes,"Additional information: 24/7 access. Standalone zone, Rema 1000 shop next door. Payment with all major credit cards.",No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,,Open 24/7,,,,
,Circle K Gällivare,Parkgatan 1,Gällivare,982 31,46 970 101 00,https://www.circlek.se/,jeremy.knights@circlek.se,Yes,"Additional information: the chargers are publicly accessible 24/7. You can pay with: Circle K Card RFID/ One time payment. The following facilities are available: Lounge, Toilets, Circle K convenience store.",No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,Open 24/7,,,,
,Circle K Jokkmokk,Klippgatan 18,Jokkmokk,962 32,46 971 108 90,https://www.circlek.se/,,Yes,"Additional information: the chargers are publicly accessible 24/7. You can pay with: Circle K Card RFID/ One time payment. The following facilities are available: Toilets, Circle K convenience store.",No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,Open 24/7,,,,
,INGO Arvidsjaur,Storgatan 46,Arvidsjaur,933 33,46 20 78 80 08,https://www.ingo.se/,,Yes,"Additional information: the chargers are publicly accessible 24/7. You can pay with: Circle K Card RFID/ One time payment. The following facilities are available: Toilets, Circle K convenience store.",No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,Open 24/7,,,,
,OKQ8 Luleå,Krossvägen 3,Luleå,97345,46 8 506 800 00,https://www.okq8.se/,kundservice@okq8.se,Yes,"Additional information: Available 24/7. Payment method: Credit/debit card, OKQ8/Q8 app, OKQ8/Q8 Fleet cards, Online payment, No facilities present.",No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,Open 24/7,,,,
,OKQ8 Skellefteå Nöppelbergsvägen,Nöppelbergsvägen 1,Skellefteå,931 76,46 910 360 55,https://www.okq8.se/,41030@station.okq8.se,Yes,"Additional information: Available 24/7. OKQ8 Shop: Mon-Fri 05:30-24:00 Sat 07:30-24:00 Sun 07:30-24:00. Bathroom, OKQ8-Shop, Wi-Fi, No painted parking. Payment method: Credit/debit card, OKQ8/Q8 app, OKQ8/Q8 Fleet cards, Online payment,",No,Yes,Yes,No,Yes,No,Yes,No,y,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,Open 24/7,,,,
,Neste Lataus Tornio Röyttäntie,Röyttäntie 1,Tornio,95420,358 50 458 9603,https://asemat.neste.fi/,,Yes,Additional info: Shop & dining present. 24/7 access. Type of plug: CCS. Payment method: Neste App & card payment.,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,Open 24/7,,,,
,Neste Lataus Kemi Lapintuuli,Veitsiluodontie 19,Kemi,94830,358 16 251145,https://www.facebook.com/liikenneasema.Lapintuuli,nestelapintuuli@gmail.com,Yes,Additional info: Shop & dining present. 24/7 access. Type of plug: CCS. Payment method: Neste App & card payment.,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,Open 24/7,,,,
,Neste Lataus Oulu Maikkula,Haaransuontie 1,Oulu,90240,358 8 5574099,https://www.oulunbaari.fi/fi/,info@oulunbaari.fi,Yes,Additional info: Shop & dining present. 24/7 access. Type of plug: CCS. Payment method: Neste App & card payment.,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,Open 24/7,,,,
,Neste Lataus Kokkola Minimani,Tehtaankatu 39,Kokkola,67100,0200 80100,https://asemat.neste.fi/,,Yes,Additional info: Shop & dining present. 24/7 access. Type of plug: CCS. Payment method: Neste App & card payment.,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,Open 24/7,,,,
,OKQ8 Umeå,Mineralvägen,Umeå,90750,46 90 19 49 49,https://www.okq8.se/,41011@station.okq8.se,Yes,"Additional info: Pluytype: CCS-Combo. Payment method: Credit/debit card, OKQ8/Q8 app, OKQ8/Q8 Fleet cards, Online payment. Location is forseen with CCTV, lightning at night, acceptance of running refrigerated trailers, Electric charging available for refrigerated trailers, ADR.",No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,Open 24/7,,,,
,OKQ8 Örnsköldsvik,Hästmarksvägen 22,Örnsköldsvik,89138,46 8 506 800 00,https://www.okq8.se/,,Yes,"Additional info: Pluytype: CCS-Combo. Payment method: Credit/debit card, OKQ8/Q8 app, OKQ8/Q8 Fleet cards, Online payment. Location is forseen with CCTV, lightning at night, Acceptance of running refrigerated trailers, Electric charging available for refrigerated trailers, ADR.",No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,Open 24/7,,,,
,CIRCLE K TRUCK DOCKSTA,Dockstavägen 51,Docksta,870 33,46 20 32 03 25,https://www.circlek.se/,,Yes,"the chargers are publicly accessible 24/7. There is a Circle K store open on weekdays: 05:00 - 24:00, saturday: 07:00 - 24:00, sunday: 07:00 - 24:00. You can pay with: Circle K Card RFID/ One time payment.",No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,Open 24/7,,,,
,Neste Lataus Jalasjärvi Jalastuuli,Seinäjoentie 7,Jalasjärvi,61600,358 6 4569700,https://www.jalastuuli.fi/,jalastuuli@jalastuuli.fi,Yes,Additional info: Shop & dining present. 24/7 access. Type of plug: CCS. Payment method: Neste App & card payment.,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,Open 24/7,,,,
,Neste Lataus Pihtipudas Niemenharju,Harjukatu 2,Pihtipudas,44800,0200 80100,https://asemat.neste.fi/,,Yes,Additional info: Shop & dining present. 24/7 access. Type of plug: CCS. Payment method: Neste App & card payment.,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,Open 24/7,,,,
,Neste Lataus Jyväskylä Kirri,Kirrintie 2,Jyväskylä,40270,358 14 4497054,https://asemat.neste.fi/,,Yes,Additional info: Shop & dining present. 24/7 access. Type of plug: CCS. Payment method: Neste App & card payment.,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,Open 24/7,,,,
,Neste Lataus Hankasalmi Jari-Pekka,Pieksämäentie 15,Hankasalmi,41520,0200 80100,https://asemat.neste.fi/,,Yes,Additional info: Shop & dining present. 24/7 access. Type of plug: CCS. Payment method: Neste App & card payment.,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,,,,,,,,,,,Open 24/7,,,,
,Neste Lataus Kuopio Kauppakeskus Matkus,Matkuksentie 60,Kuopio,70800,0200 80100,https://asemat.neste.fi/,,Yes,Additional info: Shop & dining present. 24/7 access. Type of plug: CCS. Payment method: Neste App & card payment.,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,Open 24/7,,,,
,Neste Lataus Lapinlahti Matin ja Liisan Asema,Kuopiontie 210,Lapinlahti,73100,0200 80100,https://matinjaliisanasema.fi/,info@matinjaliisanasema.fi,Yes,Additional info: Shop & dining present. 24/7 access. Type of plug: CCS. Payment method: Neste App & card payment.,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,Open 24/7,,,,
,Neste Lataus Paltamo Kontiomäki,Viitostie 2,Paltamo,88470,0200 80100,https://asemat.neste.fi/,,Yes,Additional info: Shop & dining present. 24/7 access. Type of plug: CCS. Payment method: Neste App & card payment.,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,Open 24/7,,,,
,Neste Lataus Joroinen Jari-Pekka,Joroistentie 5,Joroinen,79600,358 40 1831245,https://jari-pekka.fi/,tietosuoja@jari-pekka.fi,Yes,Additional info: Shop & dining present. 24/7 access. Type of plug: CCS. Payment method: Neste App & card payment.,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,Open 24/7,,,,
,Neste Lataus Juva Punaisen Piipun Kievari,Kauraleiväntie 10,Juva,51760,0200 80100,https://asemat.neste.fi/,,Yes,Additional info: Shop & dining present. 24/7 access. Type of plug: CCS. Payment method: Neste App & card payment.,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,Open 24/7,,,,
,Circle K Hudiksvall E4,Utängsvägen 4,Hudiksvall,824 34,46 650 937 25,https://www.circlek.se/,,Yes,"Additional information: the chargers are publicly accessible 24/7. You can pay with: Circle K Card RFID/ One time payment. The following facilities are available: Shower, Toilets, Circle K convenience store.",No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,Open 24/7,,,,
,Neste Lataus Hartola Jari-Pekka,Yhdystie 2,Hartola,19600,0200 80100,https://asemat.neste.fi/,,Yes,Additional info: Shop & dining present. 24/7 access. Type of plug: CCS. Payment method: Neste App & card payment.,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Available,,,,,,,,,Open 24/7,,,,
